"peaks_file_top1000.chr"	"peaks_file_top1000.abs_summit...peak_size_for_MEME"	"peaks_file_top1000.abs_summit...peak_size_for_MEME.1"	"peaks_file_top1000.name"
"385"	"chr7"	26465645	26466045	"Gran_KDctrl_peak_14853"
"386"	"chr7"	147222157	147222557	"Gran_KDctrl_peak_15834"
"387"	"chr8"	13105371	13105771	"Gran_KDctrl_peak_15977"
"388"	"chr7"	29157693	29158093	"Gran_KDctrl_peak_14887"
"389"	"chr4"	147514146	147514546	"Gran_KDctrl_peak_12469"
"390"	"chr10"	90733348	90733748	"Gran_KDctrl_peak_1972"
"391"	"chr7"	52409554	52409954	"Gran_KDctrl_peak_15045"
"392"	"chr9"	121613906	121614306	"Gran_KDctrl_peak_17679"
"393"	"chr1"	140753180	140753580	"Gran_KDctrl_peak_744"
"394"	"chr5"	111199592	111199992	"Gran_KDctrl_peak_13201"
"395"	"chr11"	102977341	102977741	"Gran_KDctrl_peak_3264"
"396"	"chr11"	3098981	3099381	"Gran_KDctrl_peak_2308"
"397"	"chr3"	95623292	95623692	"Gran_KDctrl_peak_11001"
"398"	"chr7"	112799319	112799719	"Gran_KDctrl_peak_15479"
"399"	"chr3"	143865194	143865594	"Gran_KDctrl_peak_11395"
"400"	"chr16"	96846340	96846740	"Gran_KDctrl_peak_7193"
"401"	"chr15"	58720345	58720745	"Gran_KDctrl_peak_6102"
"402"	"chr11"	120209606	120210006	"Gran_KDctrl_peak_3499"
"403"	"chr9"	66822659	66823059	"Gran_KDctrl_peak_17254"
"404"	"chr2"	34627362	34627762	"Gran_KDctrl_peak_9411"
"405"	"chr7"	4966255	4966655	"Gran_KDctrl_peak_14701"
"406"	"chr19"	4097075	4097475	"Gran_KDctrl_peak_8564"
"407"	"chr17"	25410380	25410780	"Gran_KDctrl_peak_7405"
"408"	"chr3"	154259627	154260027	"Gran_KDctrl_peak_11463"
"409"	"chr16"	8829841	8830241	"Gran_KDctrl_peak_6639"
"410"	"chr8"	74684829	74685229	"Gran_KDctrl_peak_16323"
"411"	"chr13"	101514192	101514592	"Gran_KDctrl_peak_4970"
"412"	"chr9"	70351361	70351761	"Gran_KDctrl_peak_17264"
"413"	"chr11"	55282698	55283098	"Gran_KDctrl_peak_2686"
"414"	"chr1"	167611293	167611693	"Gran_KDctrl_peak_949"
"415"	"chrX"	96133095	96133495	"Gran_KDctrl_peak_17935"
"416"	"chr5"	20387896	20388296	"Gran_KDctrl_peak_12656"
"417"	"chr2"	103446041	103446441	"Gran_KDctrl_peak_9812"
"418"	"chr13"	43655391	43655791	"Gran_KDctrl_peak_4583"
"419"	"chr7"	71083752	71084152	"Gran_KDctrl_peak_15131"
"420"	"chr6"	57641797	57642197	"Gran_KDctrl_peak_13970"
"421"	"chr12"	102267175	102267575	"Gran_KDctrl_peak_4070"
"422"	"chr10"	80261064	80261464	"Gran_KDctrl_peak_1831"
"423"	"chr1"	154749796	154750196	"Gran_KDctrl_peak_811"
"424"	"chr12"	112680471	112680871	"Gran_KDctrl_peak_4150"
"425"	"chr18"	46685390	46685790	"Gran_KDctrl_peak_8265"
"426"	"chr2"	152158032	152158432	"Gran_KDctrl_peak_10174"
"427"	"chr11"	35582842	35583242	"Gran_KDctrl_peak_2542"
"428"	"chr6"	136752537	136752937	"Gran_KDctrl_peak_14554"
"429"	"chr18"	84758668	84759068	"Gran_KDctrl_peak_8525"
"430"	"chr9"	88851530	88851930	"Gran_KDctrl_peak_17384"
"431"	"chr13"	41012339	41012739	"Gran_KDctrl_peak_4549"
"432"	"chr7"	111518369	111518769	"Gran_KDctrl_peak_15463"
"433"	"chr5"	150086318	150086718	"Gran_KDctrl_peak_13658"
"434"	"chr15"	100058196	100058596	"Gran_KDctrl_peak_6537"
"435"	"chr17"	23810405	23810805	"Gran_KDctrl_peak_7365"
"436"	"chr7"	132588190	132588590	"Gran_KDctrl_peak_15662"
"437"	"chrX"	7709388	7709788	"Gran_KDctrl_peak_17737"
"438"	"chr13"	23775716	23776116	"Gran_KDctrl_peak_4435"
"439"	"chr16"	38522666	38523066	"Gran_KDctrl_peak_6895"
"440"	"chr11"	6191673	6192073	"Gran_KDctrl_peak_2360"
"441"	"chr11"	109334916	109335316	"Gran_KDctrl_peak_3334"
"442"	"chr18"	34918746	34919146	"Gran_KDctrl_peak_8175"
"443"	"chr17"	22099397	22099797	"Gran_KDctrl_peak_7352"
"444"	"chr7"	29163984	29164384	"Gran_KDctrl_peak_14889"
"445"	"chr15"	96529942	96530342	"Gran_KDctrl_peak_6471"
"446"	"chr6"	38501247	38501647	"Gran_KDctrl_peak_13827"
"447"	"chr12"	25393016	25393416	"Gran_KDctrl_peak_3627"
"448"	"chr8"	13600223	13600623	"Gran_KDctrl_peak_15985"
"449"	"chr5"	139880984	139881384	"Gran_KDctrl_peak_13517"
"450"	"chr18"	62348777	62349177	"Gran_KDctrl_peak_8366"
"451"	"chr2"	17978148	17978548	"Gran_KDctrl_peak_9221"
"452"	"chr2"	156555543	156555943	"Gran_KDctrl_peak_10238"
"453"	"chr14"	14194058	14194458	"Gran_KDctrl_peak_5154"
"454"	"chr9"	74919052	74919452	"Gran_KDctrl_peak_17303"
"455"	"chr3"	100725944	100726344	"Gran_KDctrl_peak_11070"
"456"	"chr6"	145255664	145256064	"Gran_KDctrl_peak_14608"
"457"	"chr7"	117967829	117968229	"Gran_KDctrl_peak_15524"
"458"	"chr10"	74980015	74980415	"Gran_KDctrl_peak_1723"
"459"	"chr4"	151236001	151236401	"Gran_KDctrl_peak_12522"
"460"	"chr12"	17006782	17007182	"Gran_KDctrl_peak_3602"
"461"	"chr2"	129418297	129418697	"Gran_KDctrl_peak_10004"
"462"	"chr4"	22284708	22285108	"Gran_KDctrl_peak_11572"
"463"	"chrX"	147955032	147955432	"Gran_KDctrl_peak_18048"
"464"	"chr3"	58923979	58924379	"Gran_KDctrl_peak_10735"
"465"	"chr1"	92949488	92949888	"Gran_KDctrl_peak_461"
"466"	"chr11"	50191154	50191554	"Gran_KDctrl_peak_2611"
"467"	"chr8"	72520169	72520569	"Gran_KDctrl_peak_16260"
"468"	"chr12"	110032392	110032792	"Gran_KDctrl_peak_4123"
"469"	"chr12"	88235289	88235689	"Gran_KDctrl_peak_3995"
"470"	"chr3"	14578484	14578884	"Gran_KDctrl_peak_10525"
"471"	"chr17"	85356864	85357264	"Gran_KDctrl_peak_7965"
"472"	"chr1"	94868682	94869082	"Gran_KDctrl_peak_501"
"473"	"chr11"	58143880	58144280	"Gran_KDctrl_peak_2704"
"474"	"chr11"	69714411	69714811	"Gran_KDctrl_peak_2824"
"475"	"chr9"	110322208	110322608	"Gran_KDctrl_peak_17571"
"476"	"chr9"	63605732	63606132	"Gran_KDctrl_peak_17209"
"477"	"chr7"	71056068	71056468	"Gran_KDctrl_peak_15129"
"478"	"chr18"	80348087	80348487	"Gran_KDctrl_peak_8480"
"479"	"chr13"	55546286	55546686	"Gran_KDctrl_peak_4692"
"480"	"chr7"	125883867	125884267	"Gran_KDctrl_peak_15604"
"481"	"chr7"	133942605	133943005	"Gran_KDctrl_peak_15692"
"482"	"chr11"	98803294	98803694	"Gran_KDctrl_peak_3189"
"483"	"chr6"	11857529	11857929	"Gran_KDctrl_peak_13715"
"484"	"chr13"	23515697	23516097	"Gran_KDctrl_peak_4412"
"485"	"chr17"	56904226	56904626	"Gran_KDctrl_peak_7780"
"486"	"chr15"	73015575	73015975	"Gran_KDctrl_peak_6203"
"487"	"chr7"	13609451	13609851	"Gran_KDctrl_peak_14728"
"488"	"chr2"	22924426	22924826	"Gran_KDctrl_peak_9257"
"489"	"chr17"	53618311	53618711	"Gran_KDctrl_peak_7746"
"490"	"chr5"	88937629	88938029	"Gran_KDctrl_peak_13003"
"491"	"chr8"	47556076	47556476	"Gran_KDctrl_peak_16162"
"492"	"chr7"	3596474	3596874	"Gran_KDctrl_peak_14666"
"493"	"chr10"	41529591	41529991	"Gran_KDctrl_peak_1487"
"494"	"chrX"	93325775	93326175	"Gran_KDctrl_peak_17930"
"495"	"chr2"	25080109	25080509	"Gran_KDctrl_peak_9278"
"496"	"chr17"	5189699	5190099	"Gran_KDctrl_peak_7217"
"497"	"chr18"	34784117	34784517	"Gran_KDctrl_peak_8173"
"498"	"chr17"	56098418	56098818	"Gran_KDctrl_peak_7758"
"499"	"chr8"	74763770	74764170	"Gran_KDctrl_peak_16327"
"500"	"chr4"	47487269	47487669	"Gran_KDctrl_peak_11728"
"501"	"chr13"	21923830	21924230	"Gran_KDctrl_peak_4400"
"502"	"chr3"	105698102	105698502	"Gran_KDctrl_peak_11126"
"503"	"chr11"	103128701	103129101	"Gran_KDctrl_peak_3274"
"504"	"chr9"	56923774	56924174	"Gran_KDctrl_peak_17140"
"505"	"chr3"	51079982	51080382	"Gran_KDctrl_peak_10676"
"506"	"chr7"	52184875	52185275	"Gran_KDctrl_peak_15034"
"507"	"chr13"	58503638	58504038	"Gran_KDctrl_peak_4725"
"508"	"chr11"	74537655	74538055	"Gran_KDctrl_peak_2886"
"509"	"chr9"	40263008	40263408	"Gran_KDctrl_peak_16996"
"510"	"chr11"	86922321	86922721	"Gran_KDctrl_peak_3060"
"511"	"chr10"	59811783	59812183	"Gran_KDctrl_peak_1608"
"512"	"chr6"	34825437	34825837	"Gran_KDctrl_peak_13805"
"513"	"chr19"	5406637	5407037	"Gran_KDctrl_peak_8593"
"514"	"chr7"	80703231	80703631	"Gran_KDctrl_peak_15195"
"515"	"chr17"	26669496	26669896	"Gran_KDctrl_peak_7428"
"516"	"chr1"	53841848	53842248	"Gran_KDctrl_peak_196"
"517"	"chr7"	48888612	48889012	"Gran_KDctrl_peak_14994"
"518"	"chr5"	97346761	97347161	"Gran_KDctrl_peak_13053"
"519"	"chr3"	19934876	19935276	"Gran_KDctrl_peak_10559"
"520"	"chr7"	25623949	25624349	"Gran_KDctrl_peak_14822"
"521"	"chr11"	60988510	60988910	"Gran_KDctrl_peak_2746"
"522"	"chr4"	3865651	3866051	"Gran_KDctrl_peak_11493"
"523"	"chr4"	123241684	123242084	"Gran_KDctrl_peak_12161"
"524"	"chr9"	79915129	79915529	"Gran_KDctrl_peak_17334"
"525"	"chr7"	29171108	29171508	"Gran_KDctrl_peak_14891"
"526"	"chr8"	125897531	125897931	"Gran_KDctrl_peak_16757"
"527"	"chr4"	116793021	116793421	"Gran_KDctrl_peak_12092"
"528"	"chr18"	55006201	55006601	"Gran_KDctrl_peak_8298"
"529"	"chr6"	113327618	113328018	"Gran_KDctrl_peak_14274"
"530"	"chr4"	15884930	15885330	"Gran_KDctrl_peak_11549"
"531"	"chr11"	59623177	59623577	"Gran_KDctrl_peak_2725"
"532"	"chr4"	139178566	139178966	"Gran_KDctrl_peak_12394"
"533"	"chr8"	18846225	18846625	"Gran_KDctrl_peak_16000"
"534"	"chr10"	11000819	11001219	"Gran_KDctrl_peak_1294"
"535"	"chr9"	88377224	88377624	"Gran_KDctrl_peak_17374"
"536"	"chr7"	134170735	134171135	"Gran_KDctrl_peak_15700"
"537"	"chr11"	120494476	120494876	"Gran_KDctrl_peak_3513"
"538"	"chr1"	37921734	37922134	"Gran_KDctrl_peak_121"
"539"	"chr3"	94946129	94946529	"Gran_KDctrl_peak_10977"
"540"	"chr16"	52031358	52031758	"Gran_KDctrl_peak_6960"
"541"	"chr4"	59562013	59562413	"Gran_KDctrl_peak_11812"
"542"	"chr12"	21423244	21423644	"Gran_KDctrl_peak_3622"
"543"	"chr4"	154597192	154597592	"Gran_KDctrl_peak_12555"
"544"	"chr3"	146162566	146162966	"Gran_KDctrl_peak_11418"
"545"	"chr11"	3093226	3093626	"Gran_KDctrl_peak_2306"
"546"	"chr9"	108208379	108208779	"Gran_KDctrl_peak_17538"
"547"	"chr9"	56921081	56921481	"Gran_KDctrl_peak_17139"
"548"	"chr17"	31701316	31701716	"Gran_KDctrl_peak_7507"
"549"	"chr8"	124954093	124954493	"Gran_KDctrl_peak_16727"
"550"	"chr11"	51814025	51814425	"Gran_KDctrl_peak_2635"
"551"	"chr3"	84618196	84618596	"Gran_KDctrl_peak_10863"
"552"	"chr5"	21207158	21207558	"Gran_KDctrl_peak_12671"
"553"	"chr19"	61160132	61160532	"Gran_KDctrl_peak_9107"
"554"	"chr19"	21346451	21346851	"Gran_KDctrl_peak_8778"
"555"	"chr10"	77472249	77472649	"Gran_KDctrl_peak_1751"
"556"	"chr9"	96264663	96265063	"Gran_KDctrl_peak_17425"
"557"	"chr11"	70482301	70482701	"Gran_KDctrl_peak_2848"
"558"	"chr12"	86814717	86815117	"Gran_KDctrl_peak_3977"
"559"	"chr10"	41238979	41239379	"Gran_KDctrl_peak_1482"
"560"	"chr15"	82176283	82176683	"Gran_KDctrl_peak_6364"
"561"	"chr11"	23977485	23977885	"Gran_KDctrl_peak_2464"
"562"	"chr1"	154657690	154658090	"Gran_KDctrl_peak_810"
"563"	"chr13"	81849898	81850298	"Gran_KDctrl_peak_4865"
"564"	"chr1"	75314075	75314475	"Gran_KDctrl_peak_344"
"565"	"chr5"	141083010	141083410	"Gran_KDctrl_peak_13533"
"566"	"chr7"	148633046	148633446	"Gran_KDctrl_peak_15868"
"567"	"chr4"	106926047	106926447	"Gran_KDctrl_peak_12010"
"568"	"chr7"	142772745	142773145	"Gran_KDctrl_peak_15791"
"569"	"chr19"	40753378	40753778	"Gran_KDctrl_peak_8918"
"570"	"chr7"	142927491	142927891	"Gran_KDctrl_peak_15802"
"571"	"chr16"	15887122	15887522	"Gran_KDctrl_peak_6684"
"572"	"chr14"	56209814	56210214	"Gran_KDctrl_peak_5470"
"573"	"chr11"	120534206	120534606	"Gran_KDctrl_peak_3514"
"574"	"chr3"	107135980	107136380	"Gran_KDctrl_peak_11150"
"575"	"chr12"	4233877	4234277	"Gran_KDctrl_peak_3553"
"576"	"chr2"	69253094	69253494	"Gran_KDctrl_peak_9597"
"577"	"chr10"	39451175	39451575	"Gran_KDctrl_peak_1456"
"578"	"chr9"	50336593	50336993	"Gran_KDctrl_peak_17088"
"579"	"chr6"	57774528	57774928	"Gran_KDctrl_peak_13975"
"580"	"chr11"	20442799	20443199	"Gran_KDctrl_peak_2427"
"581"	"chr16"	94748307	94748707	"Gran_KDctrl_peak_7165"
"582"	"chr5"	109985884	109986284	"Gran_KDctrl_peak_13181"
"583"	"chr4"	114953725	114954125	"Gran_KDctrl_peak_12062"
"584"	"chr11"	75274775	75275175	"Gran_KDctrl_peak_2898"
"585"	"chr18"	35091500	35091900	"Gran_KDctrl_peak_8182"
"586"	"chr12"	109417442	109417842	"Gran_KDctrl_peak_4117"
"587"	"chr4"	43058612	43059012	"Gran_KDctrl_peak_11653"
"588"	"chr18"	80666498	80666898	"Gran_KDctrl_peak_8488"
"589"	"chr11"	69694504	69694904	"Gran_KDctrl_peak_2822"
"590"	"chr10"	19311447	19311847	"Gran_KDctrl_peak_1352"
"591"	"chr16"	11134600	11135000	"Gran_KDctrl_peak_6655"
"592"	"chr7"	151015749	151016149	"Gran_KDctrl_peak_15910"
"593"	"chr12"	56403796	56404196	"Gran_KDctrl_peak_3773"
"594"	"chr12"	112230185	112230585	"Gran_KDctrl_peak_4140"
"595"	"chr18"	80366556	80366956	"Gran_KDctrl_peak_8481"
"596"	"chr12"	8506695	8507095	"Gran_KDctrl_peak_3570"
"597"	"chr6"	125522639	125523039	"Gran_KDctrl_peak_14461"
"598"	"chr13"	102310340	102310740	"Gran_KDctrl_peak_4974"
"599"	"chr17"	24878863	24879263	"Gran_KDctrl_peak_7396"
"600"	"chr5"	142843289	142843689	"Gran_KDctrl_peak_13552"
"601"	"chr8"	13354120	13354520	"Gran_KDctrl_peak_15983"
"602"	"chr2"	144523736	144524136	"Gran_KDctrl_peak_10105"
"603"	"chr3"	60305139	60305539	"Gran_KDctrl_peak_10754"
"604"	"chr7"	121558726	121559126	"Gran_KDctrl_peak_15562"
"605"	"chr7"	29167103	29167503	"Gran_KDctrl_peak_14890"
"606"	"chr3"	96049010	96049410	"Gran_KDctrl_peak_11017"
"607"	"chr6"	85401259	85401659	"Gran_KDctrl_peak_14091"
"608"	"chr9"	121766639	121767039	"Gran_KDctrl_peak_17682"
"609"	"chr3"	58495928	58496328	"Gran_KDctrl_peak_10731"
"610"	"chr3"	152059049	152059449	"Gran_KDctrl_peak_11452"
"611"	"chr18"	3337462	3337862	"Gran_KDctrl_peak_8019"
"612"	"chr7"	46773136	46773536	"Gran_KDctrl_peak_14986"
"613"	"chr9"	53475367	53475767	"Gran_KDctrl_peak_17110"
"614"	"chr2"	148222936	148223336	"Gran_KDctrl_peak_10136"
"615"	"chr16"	98072923	98073323	"Gran_KDctrl_peak_7199"
"616"	"chr3"	54539127	54539527	"Gran_KDctrl_peak_10714"
"617"	"chr4"	138753950	138754350	"Gran_KDctrl_peak_12387"
"618"	"chr7"	71537276	71537676	"Gran_KDctrl_peak_15139"
"619"	"chr3"	96292963	96293363	"Gran_KDctrl_peak_11023"
"620"	"chr15"	101076691	101077091	"Gran_KDctrl_peak_6559"
"621"	"chr13"	24853260	24853660	"Gran_KDctrl_peak_4461"
"622"	"chr6"	119988501	119988901	"Gran_KDctrl_peak_14338"
"623"	"chr2"	71049584	71049984	"Gran_KDctrl_peak_9613"
"624"	"chr5"	31263808	31264208	"Gran_KDctrl_peak_12727"
"625"	"chr8"	4252912	4253312	"Gran_KDctrl_peak_15936"
"626"	"chr2"	59857201	59857601	"Gran_KDctrl_peak_9542"
"627"	"chr17"	17431006	17431406	"Gran_KDctrl_peak_7320"
"628"	"chr10"	79630325	79630725	"Gran_KDctrl_peak_1803"
"629"	"chr6"	71390506	71390906	"Gran_KDctrl_peak_14014"
"630"	"chr8"	72273457	72273857	"Gran_KDctrl_peak_16252"
"631"	"chr1"	174431091	174431491	"Gran_KDctrl_peak_1042"
"632"	"chr12"	56181019	56181419	"Gran_KDctrl_peak_3771"
"633"	"chr14"	87815622	87816022	"Gran_KDctrl_peak_5712"
"634"	"chr7"	74517621	74518021	"Gran_KDctrl_peak_15158"
"635"	"chr10"	79604766	79605166	"Gran_KDctrl_peak_1799"
"636"	"chr15"	75911104	75911504	"Gran_KDctrl_peak_6242"
"637"	"chr8"	114167223	114167623	"Gran_KDctrl_peak_16628"
"638"	"chr1"	7078784	7079184	"Gran_KDctrl_peak_14"
"639"	"chrX"	109484464	109484864	"Gran_KDctrl_peak_17994"
"640"	"chr5"	20637076	20637476	"Gran_KDctrl_peak_12659"
"641"	"chr2"	69560917	69561317	"Gran_KDctrl_peak_9601"
"642"	"chr12"	60320564	60320964	"Gran_KDctrl_peak_3789"
"643"	"chr1"	63223223	63223623	"Gran_KDctrl_peak_273"
"644"	"chr11"	4998938	4999338	"Gran_KDctrl_peak_2341"
"645"	"chr8"	72240660	72241060	"Gran_KDctrl_peak_16251"
"646"	"chr8"	129373710	129374110	"Gran_KDctrl_peak_16807"
"647"	"chr1"	139648061	139648461	"Gran_KDctrl_peak_720"
"648"	"chr15"	96291212	96291612	"Gran_KDctrl_peak_6461"
"649"	"chr3"	131153076	131153476	"Gran_KDctrl_peak_11302"
"650"	"chr9"	107456694	107457094	"Gran_KDctrl_peak_17522"
"651"	"chr11"	68908312	68908712	"Gran_KDctrl_peak_2800"
"652"	"chr7"	53069635	53070035	"Gran_KDctrl_peak_15063"
"653"	"chr2"	36072060	36072460	"Gran_KDctrl_peak_9439"
"654"	"chr11"	115891605	115892005	"Gran_KDctrl_peak_3434"
"655"	"chr14"	103227223	103227623	"Gran_KDctrl_peak_5733"
"656"	"chr15"	80541286	80541686	"Gran_KDctrl_peak_6338"
"657"	"chr6"	121222296	121222696	"Gran_KDctrl_peak_14374"
"658"	"chr16"	95923740	95924140	"Gran_KDctrl_peak_7178"
"659"	"chr5"	139728132	139728532	"Gran_KDctrl_peak_13507"
"660"	"chr11"	110288251	110288651	"Gran_KDctrl_peak_3351"
"661"	"chr3"	27609851	27610251	"Gran_KDctrl_peak_10594"
"662"	"chr4"	108673013	108673413	"Gran_KDctrl_peak_12031"
"663"	"chr8"	87225393	87225793	"Gran_KDctrl_peak_16423"
"664"	"chr7"	50799870	50800270	"Gran_KDctrl_peak_15007"
"665"	"chr2"	44782582	44782982	"Gran_KDctrl_peak_9469"
"666"	"chr9"	20456194	20456594	"Gran_KDctrl_peak_16885"
"667"	"chr13"	23662830	23663230	"Gran_KDctrl_peak_4429"
"668"	"chr18"	38498394	38498794	"Gran_KDctrl_peak_8229"
"669"	"chr13"	74075078	74075478	"Gran_KDctrl_peak_4816"
"670"	"chr1"	129999531	129999931	"Gran_KDctrl_peak_621"
"671"	"chr19"	54018920	54019320	"Gran_KDctrl_peak_9058"
"672"	"chr12"	52930357	52930757	"Gran_KDctrl_peak_3746"
"673"	"chr10"	84647629	84648029	"Gran_KDctrl_peak_1917"
"674"	"chr9"	69301298	69301698	"Gran_KDctrl_peak_17261"
"675"	"chr1"	16094578	16094978	"Gran_KDctrl_peak_46"
"676"	"chr15"	36538691	36539091	"Gran_KDctrl_peak_5997"
"677"	"chrX"	57657730	57658130	"Gran_KDctrl_peak_17861"
"678"	"chr7"	20300820	20301220	"Gran_KDctrl_peak_14797"
"679"	"chr16"	93711822	93712222	"Gran_KDctrl_peak_7150"
"680"	"chr5"	140267286	140267686	"Gran_KDctrl_peak_13523"
"681"	"chr18"	60904285	60904685	"Gran_KDctrl_peak_8339"
"682"	"chr10"	80760698	80761098	"Gran_KDctrl_peak_1847"
"683"	"chr7"	16631401	16631801	"Gran_KDctrl_peak_14736"
"684"	"chr10"	98725620	98726020	"Gran_KDctrl_peak_2073"
"685"	"chr12"	86796180	86796580	"Gran_KDctrl_peak_3975"
"686"	"chr6"	70794150	70794550	"Gran_KDctrl_peak_14011"
"687"	"chr11"	75467356	75467756	"Gran_KDctrl_peak_2909"
"688"	"chr10"	58684358	58684758	"Gran_KDctrl_peak_1579"
"689"	"chr11"	17111445	17111845	"Gran_KDctrl_peak_2409"
"690"	"chr3"	126299430	126299830	"Gran_KDctrl_peak_11261"
"691"	"chr8"	112132270	112132670	"Gran_KDctrl_peak_16603"
"692"	"chr5"	143670836	143671236	"Gran_KDctrl_peak_13564"
"693"	"chr2"	76486001	76486401	"Gran_KDctrl_peak_9669"
"694"	"chr5"	114358659	114359059	"Gran_KDctrl_peak_13236"
"695"	"chr15"	31266392	31266792	"Gran_KDctrl_peak_5956"
"696"	"chr2"	84555299	84555699	"Gran_KDctrl_peak_9721"
"697"	"chr7"	26539776	26540176	"Gran_KDctrl_peak_14860"
"698"	"chr2"	92023472	92023872	"Gran_KDctrl_peak_9762"
"699"	"chr11"	54336160	54336560	"Gran_KDctrl_peak_2666"
"700"	"chr10"	126601726	126602126	"Gran_KDctrl_peak_2234"
"701"	"chr1"	33726660	33727060	"Gran_KDctrl_peak_79"
"702"	"chr5"	115224513	115224913	"Gran_KDctrl_peak_13243"
"703"	"chr5"	33994873	33995273	"Gran_KDctrl_peak_12761"
"704"	"chr18"	36719904	36720304	"Gran_KDctrl_peak_8207"
"705"	"chr17"	43274825	43275225	"Gran_KDctrl_peak_7634"
"706"	"chr2"	11422962	11423362	"Gran_KDctrl_peak_9173"
"707"	"chr7"	112548481	112548881	"Gran_KDctrl_peak_15471"
"708"	"chr14"	55495566	55495966	"Gran_KDctrl_peak_5460"
"709"	"chr15"	63891313	63891713	"Gran_KDctrl_peak_6144"
"710"	"chr14"	22319726	22320126	"Gran_KDctrl_peak_5222"
"711"	"chr1"	133085165	133085565	"Gran_KDctrl_peak_650"
"712"	"chr4"	88368192	88368592	"Gran_KDctrl_peak_11901"
"713"	"chr4"	120869537	120869937	"Gran_KDctrl_peak_12143"
"714"	"chr1"	36996341	36996741	"Gran_KDctrl_peak_111"
"715"	"chr14"	103877086	103877486	"Gran_KDctrl_peak_5751"
"716"	"chr9"	111465675	111466075	"Gran_KDctrl_peak_17598"
"717"	"chr12"	16901366	16901766	"Gran_KDctrl_peak_3600"
"718"	"chr13"	9877864	9878264	"Gran_KDctrl_peak_4327"
"719"	"chr10"	17742706	17743106	"Gran_KDctrl_peak_1343"
"720"	"chr17"	13820785	13821185	"Gran_KDctrl_peak_7301"
"721"	"chr12"	119081987	119082387	"Gran_KDctrl_peak_4261"
"722"	"chr3"	95478074	95478474	"Gran_KDctrl_peak_10996"
"723"	"chr7"	150734849	150735249	"Gran_KDctrl_peak_15901"
"724"	"chr3"	107655746	107656146	"Gran_KDctrl_peak_11160"
"725"	"chr4"	136913388	136913788	"Gran_KDctrl_peak_12366"
"726"	"chr17"	36053574	36053974	"Gran_KDctrl_peak_7603"
"727"	"chr19"	36422812	36423212	"Gran_KDctrl_peak_8889"
"728"	"chr4"	101319992	101320392	"Gran_KDctrl_peak_11976"
"729"	"chr3"	89197518	89197918	"Gran_KDctrl_peak_10920"
"730"	"chr14"	47993961	47994361	"Gran_KDctrl_peak_5377"
"731"	"chr4"	125933528	125933928	"Gran_KDctrl_peak_12201"
"732"	"chr2"	172224835	172225235	"Gran_KDctrl_peak_10411"
"733"	"chr2"	136716956	136717356	"Gran_KDctrl_peak_10070"
"734"	"chr3"	51028379	51028779	"Gran_KDctrl_peak_10675"
"735"	"chr1"	23389994	23390394	"Gran_KDctrl_peak_69"
"736"	"chr6"	133055295	133055695	"Gran_KDctrl_peak_14513"
"737"	"chr10"	79614361	79614761	"Gran_KDctrl_peak_1801"
"738"	"chr3"	79090997	79091397	"Gran_KDctrl_peak_10834"
"739"	"chr6"	113256561	113256961	"Gran_KDctrl_peak_14272"
"740"	"chr5"	92934490	92934890	"Gran_KDctrl_peak_13039"
"741"	"chr3"	21975076	21975476	"Gran_KDctrl_peak_10572"
"742"	"chr1"	133904332	133904732	"Gran_KDctrl_peak_663"
"743"	"chr4"	132725478	132725878	"Gran_KDctrl_peak_12281"
"744"	"chr13"	23838161	23838561	"Gran_KDctrl_peak_4441"
"745"	"chr19"	60965838	60966238	"Gran_KDctrl_peak_9101"
"746"	"chr12"	103592683	103593083	"Gran_KDctrl_peak_4080"
"747"	"chr4"	138748498	138748898	"Gran_KDctrl_peak_12385"
"748"	"chr7"	135605050	135605450	"Gran_KDctrl_peak_15742"
"749"	"chr11"	109472816	109473216	"Gran_KDctrl_peak_3339"
"750"	"chr1"	129670501	129670901	"Gran_KDctrl_peak_619"
"751"	"chr9"	69837253	69837653	"Gran_KDctrl_peak_17262"
"752"	"chr7"	52384091	52384491	"Gran_KDctrl_peak_15043"
"753"	"chr4"	41082296	41082696	"Gran_KDctrl_peak_11634"
"754"	"chr7"	134614609	134615009	"Gran_KDctrl_peak_15718"
"755"	"chr17"	46297642	46298042	"Gran_KDctrl_peak_7673"
"756"	"chr13"	59924239	59924639	"Gran_KDctrl_peak_4733"
"757"	"chr5"	28117998	28118398	"Gran_KDctrl_peak_12707"
"758"	"chr3"	8667140	8667540	"Gran_KDctrl_peak_10499"
"759"	"chrX"	12858031	12858431	"Gran_KDctrl_peak_17766"
"760"	"chr7"	146101128	146101528	"Gran_KDctrl_peak_15811"
"761"	"chr4"	40090133	40090533	"Gran_KDctrl_peak_11618"
"762"	"chr9"	4309483	4309883	"Gran_KDctrl_peak_16836"
"763"	"chr9"	114690663	114691063	"Gran_KDctrl_peak_17611"
"764"	"chr13"	94073713	94074113	"Gran_KDctrl_peak_4916"
"765"	"chr6"	83275865	83276265	"Gran_KDctrl_peak_14069"
"766"	"chr8"	34495909	34496309	"Gran_KDctrl_peak_16079"
"767"	"chr13"	67182122	67182522	"Gran_KDctrl_peak_4777"
"768"	"chr6"	134878490	134878890	"Gran_KDctrl_peak_14537"
"769"	"chr7"	127978948	127979348	"Gran_KDctrl_peak_15621"
"770"	"chr5"	33617447	33617847	"Gran_KDctrl_peak_12756"
