# This file is generated by MACS version 2.1.0.20150420,,,,,,,,,
# Command line: callpeak -t /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R3.q30.fixed.dedup.bam -c /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C3.q30.fixed.dedup.bam -f BAMPE -g mm -n Gran_KDctrl -q 0.05 --outdir /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/peaks -B,,,,,,,,,
# ARGUMENTS LIST:,,,,,,,,,
# name = Gran_KDctrl,,,,,,,,,
# format = BAMPE,,,,,,,,,
# ChIP-seq file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R3.q30.fixed.dedup.bam'],,,,,,,,,
# control file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C3.q30.fixed.dedup.bam'],,,,,,,,,
# effective genome size = 1.87e+09,,,,,,,,,
# band width = 300,,,,,,,,,
"# model fold = [5, 50]",,,,,,,,,
# qvalue cutoff = 5.00e-02,,,,,,,,,
# Larger dataset will be scaled towards smaller dataset.,,,,,,,,,
# Range for calculating regional lambda is: 1000 bps and 10000 bps,,,,,,,,,
# Broad region calling is off,,,,,,,,,
,,,,,,,,,
# fragment size is determined as 239 bps,,,,,,,,,
# total fragments in treatment: 14924358,,,,,,,,,
# fragments after filtering in treatment: 14173386,,,,,,,,,
# maximum duplicate fragments in treatment = 1,,,,,,,,,
# Redundant rate in treatment: 0.05,,,,,,,,,
# total fragments in control: 12259787,,,,,,,,,
# fragments after filtering in control: 11695760,,,,,,,,,
# maximum duplicate fragments in control = 1,,,,,,,,,
# Redundant rate in control: 0.05,,,,,,,,,
# d = 239,,,,,,,,,
chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
chr14,41737770,41738289,520,41737807,31,5.81809,2.43932,3.2194,Gran_KDctrl_peak_5341
chr14,41746460,41747034,575,41746752,51,11.17112,2.8944,8.21907,Gran_KDctrl_peak_5342
chr14,41749916,41750635,720,41750589,43,6.30583,2.22407,3.66609,Gran_KDctrl_peak_5343
chr14,41760994,41761491,498,41761171,44,11.10222,3.14021,8.15348,Gran_KDctrl_peak_5344
chr14,41763865,41764422,558,41764072,14,7.34346,4.38801,4.62409,Gran_KDctrl_peak_5345
chr14,41771916,41773066,1151,41772067,65,6.96267,1.99313,4.27196,Gran_KDctrl_peak_5346
chr14,41780130,41780721,592,41780363,612,26.8702,1.59912,23.31545,Gran_KDctrl_peak_5347
chr14,44390473,44391057,585,44391030,18,6.90229,3.62496,4.21594,Gran_KDctrl_peak_5348
chr14,44408162,44408491,330,44408286,49,11.89238,3.09636,8.90202,Gran_KDctrl_peak_5349
chr14,44502867,44503313,447,44502889,68,7.65223,2.04628,4.91127,Gran_KDctrl_peak_5350
chr14,44625506,44626160,655,44626102,29,5.39113,2.39761,2.83235,Gran_KDctrl_peak_5351
chr14,44681503,44682093,591,44681924,93,23.44091,3.39835,19.99479,Gran_KDctrl_peak_5352
chr14,45467581,45467959,379,45467621,25,4.54132,2.30076,2.06533,Gran_KDctrl_peak_5353
chr14,45510947,45511577,631,45511306,40,5.20569,2.07243,2.66014,Gran_KDctrl_peak_5354
chr14,45523609,45524305,697,45523961,20,8.28062,4.00653,5.49813,Gran_KDctrl_peak_5355
chr14,45607781,45609722,1942,45607871,84,14.12657,2.56691,11.03131,Gran_KDctrl_peak_5356
chr14,45669463,45670024,562,45669725,81,22.35356,3.6088,18.94377,Gran_KDctrl_peak_5357
chr14,45712153,45712400,248,45712185,31,5.81809,2.43932,3.2194,Gran_KDctrl_peak_5358
chr14,45799212,45799545,334,45799489,36,4.76232,2.05947,2.26208,Gran_KDctrl_peak_5359
chr14,45839095,45840458,1364,45839253,521,9.80948,1.33225,6.93281,Gran_KDctrl_peak_5360
chr14,45895441,45895968,528,45895675,17,7.20395,3.88306,4.49516,Gran_KDctrl_peak_5361
chr14,45937955,45938802,848,45938272,216,21.13866,2.05057,17.77026,Gran_KDctrl_peak_5362
chr14,45949306,45949740,435,45949383,340,10.73866,1.4593,7.80992,Gran_KDctrl_peak_5363
chr14,45970723,45971081,359,45970791,176,7.71685,1.54846,4.9717,Gran_KDctrl_peak_5364
chr14,46007222,46008864,1643,46008514,78,7.73558,1.95618,4.98887,Gran_KDctrl_peak_5365
chr14,46252482,46252979,498,46252669,21,4.57416,2.47833,2.09211,Gran_KDctrl_peak_5366
chr14,46276684,46278073,1390,46277831,250,12.3434,1.62036,9.33122,Gran_KDctrl_peak_5367
chr14,47380134,47381112,979,47380134,244,6.02039,1.37228,3.40384,Gran_KDctrl_peak_5368
chr14,47407401,47408032,632,47408000,151,5.82271,1.48745,3.22352,Gran_KDctrl_peak_5369
chr14,47441224,47441879,656,47441878,110,4.05935,1.44644,1.63975,Gran_KDctrl_peak_5370
chr14,47451719,47452075,357,47451780,190,8.37716,1.5555,5.58716,Gran_KDctrl_peak_5371
chr14,47706627,47707159,533,47706897,21,7.22585,3.46013,4.51572,Gran_KDctrl_peak_5372
chr14,47807510,47809092,1583,47809069,97,7.12364,1.76472,4.421,Gran_KDctrl_peak_5373
chr14,47895965,47896857,893,47896630,152,5.46806,1.46254,2.89922,Gran_KDctrl_peak_5374
chr14,47917898,47918640,743,47917899,97,3.9866,1.47503,1.57383,Gran_KDctrl_peak_5375
chr14,47981279,47981915,637,47981801,30,8.0054,3.07272,5.24047,Gran_KDctrl_peak_5376
chr14,47993470,47994863,1394,47994161,167,33.61314,2.99259,29.86254,Gran_KDctrl_peak_5377
chr14,48015575,48016023,449,48015948,15,5.85053,3.46293,3.24761,Gran_KDctrl_peak_5378
chr14,48092178,48092790,613,48092274,190,13.76413,1.81528,10.68495,Gran_KDctrl_peak_5379
chr14,48134939,48135710,772,48134953,33,4.67682,2.10552,2.18547,Gran_KDctrl_peak_5380
chr14,48153426,48153726,301,48153565,23,10.49435,4.5789,7.5782,Gran_KDctrl_peak_5381
chr14,48354962,48355258,297,48355169,32,5.39686,2.30282,2.83758,Gran_KDctrl_peak_5382
chr14,48374109,48374530,422,48374395,21,5.6758,2.87014,3.08741,Gran_KDctrl_peak_5383
chr14,48414645,48415155,511,48414969,30,6.82382,2.74321,4.14274,Gran_KDctrl_peak_5384
chr14,48483042,48483638,597,48483043,22,4.11312,2.27976,1.68712,Gran_KDctrl_peak_5385
chr14,48540460,48540884,425,48540511,44,8.85746,2.68594,6.03709,Gran_KDctrl_peak_5386
chr14,48740634,48741251,618,48741010,45,5.07395,1.96421,2.54028,Gran_KDctrl_peak_5387
chr14,48750638,48751491,854,48751432,87,7.841,1.89476,5.08853,Gran_KDctrl_peak_5388
chr14,48752077,48752315,239,48752081,17,3.69043,2.3483,1.31061,Gran_KDctrl_peak_5389
chr14,48752730,48752977,248,48752938,16,4.62891,2.80134,2.14185,Gran_KDctrl_peak_5390
chr14,48776916,48777211,296,48776995,26,8.57212,3.52245,5.76994,Gran_KDctrl_peak_5391
chr14,49065734,49066275,542,49065985,265,52.58265,3.01408,48.36766,Gran_KDctrl_peak_5392
chr14,49066588,49066869,282,49066594,32,3.9892,1.96606,1.57618,Gran_KDctrl_peak_5393
chr14,49472245,49472635,391,49472587,16,5.61071,3.24338,3.03023,Gran_KDctrl_peak_5394
chr14,49511036,49511899,864,49511810,27,8.3934,3.38531,5.60181,Gran_KDctrl_peak_5395
chr14,49516060,49517020,961,49516134,58,9.9913,2.51932,7.10387,Gran_KDctrl_peak_5396
chr14,49685211,49686437,1227,49686126,223,21.66717,2.04642,18.28081,Gran_KDctrl_peak_5397
chr14,49791720,49792504,785,49791789,230,8.1051,1.47967,5.33336,Gran_KDctrl_peak_5398
chr14,50681769,50682224,456,50682147,50,5.93987,2.0368,3.32869,Gran_KDctrl_peak_5399
chr14,50977178,50977701,524,50977441,64,5.149,1.76874,2.60956,Gran_KDctrl_peak_5400
chr14,51404275,51405234,960,51405216,161,10.93362,1.76302,7.99329,Gran_KDctrl_peak_5401
chr14,51453869,51454370,502,51453872,115,4.2901,1.45419,1.83729,Gran_KDctrl_peak_5402
chr14,51462131,51462389,259,51462312,10,4.85813,3.53108,2.34697,Gran_KDctrl_peak_5403
chr14,51489992,51490253,262,51490219,65,9.98939,2.38608,7.10209,Gran_KDctrl_peak_5404
chr14,51495430,51495751,322,51495482,27,8.3934,3.38531,5.60181,Gran_KDctrl_peak_5405
chr14,51512424,51512985,562,51512715,18,7.69083,3.98725,4.94719,Gran_KDctrl_peak_5406
chr14,51517202,51517681,480,51517518,15,5.0523,3.07714,2.52004,Gran_KDctrl_peak_5407
chr14,51523743,51524441,699,51523759,31,4.28639,2.05893,1.83423,Gran_KDctrl_peak_5408
chr14,51543768,51544025,258,51544000,33,5.24355,2.23804,2.69466,Gran_KDctrl_peak_5409
chr14,51549812,51550922,1111,51550656,520,28.04734,1.69045,24.45691,Gran_KDctrl_peak_5410
chr14,51557897,51558785,889,51558779,30,3.93402,1.99459,1.52611,Gran_KDctrl_peak_5411
chr14,51563762,51564517,756,51564174,233,20.15529,1.9539,16.82165,Gran_KDctrl_peak_5412
chr14,51575400,51576183,784,51575914,56,11.4623,2.79557,8.49457,Gran_KDctrl_peak_5413
chr14,51682854,51685157,2304,51684607,169,7.2366,1.53608,4.52562,Gran_KDctrl_peak_5414
chr14,51702766,51703605,840,51703095,32,9.12168,3.27095,6.28615,Gran_KDctrl_peak_5415
chr14,51708334,51710219,1886,51709157,181,9.07186,1.60926,6.23887,Gran_KDctrl_peak_5416
chr14,51711041,51711362,322,51711304,32,6.26007,2.51555,3.62392,Gran_KDctrl_peak_5417
chr14,51713289,51713549,261,51713289,38,5.14778,2.09997,2.60862,Gran_KDctrl_peak_5418
chr14,51776560,51776838,279,51776593,16,4.86926,2.9073,2.35631,Gran_KDctrl_peak_5419
chr14,51791916,51792166,251,51791970,16,7.60412,4.21878,4.86586,Gran_KDctrl_peak_5420
chr14,51857147,51857390,244,51857350,39,5.86963,2.22646,3.26443,Gran_KDctrl_peak_5421
chr14,52503499,52504338,840,52503572,77,9.82026,2.19487,6.94321,Gran_KDctrl_peak_5422
chr14,52614920,52615356,437,52615080,14,8.09384,4.8151,5.32274,Gran_KDctrl_peak_5423
chr14,52634218,52634757,540,52634575,33,6.71455,2.59178,4.04167,Gran_KDctrl_peak_5424
chr14,52639128,52640326,1199,52639469,167,11.84822,1.79285,8.86059,Gran_KDctrl_peak_5425
chr14,52723712,52724115,404,52723971,557,46.83335,1.96924,42.75631,Gran_KDctrl_peak_5426
chr14,52738958,52739937,980,52739251,17,9.87957,5.2575,6.99875,Gran_KDctrl_peak_5427
chr14,52753380,52753910,531,52753516,27,15.30929,6.04032,12.16404,Gran_KDctrl_peak_5428
chr14,52815501,52815746,246,52815512,19,5.22445,2.83318,2.67686,Gran_KDctrl_peak_5429
chr14,52816207,52817418,1212,52817097,53,16.29154,3.76826,13.10466,Gran_KDctrl_peak_5430
chr14,52877164,52877569,406,52877523,282,10.20741,1.49866,7.3071,Gran_KDctrl_peak_5431
chr14,52898730,52899696,967,52899150,344,15.30123,1.58757,12.15633,Gran_KDctrl_peak_5432
chr14,52924505,52924868,364,52924819,90,5.39719,1.63867,2.83789,Gran_KDctrl_peak_5433
chr14,52934145,52934404,260,52934401,27,6.43269,2.77536,3.78182,Gran_KDctrl_peak_5434
chr14,53664953,53665199,247,53665171,12,6.41307,4.17309,3.76358,Gran_KDctrl_peak_5435
chr14,53692330,53692969,640,53692336,19,4.13236,2.41808,1.69812,Gran_KDctrl_peak_5436
chr14,53701738,53701976,239,53701795,18,5.32135,2.94424,2.76734,Gran_KDctrl_peak_5437
chr14,54376951,54377196,246,54376972,24,8.14793,3.54148,5.37342,Gran_KDctrl_peak_5438
chr14,54847733,54847978,246,54847748,40,6.65397,2.36177,3.98743,Gran_KDctrl_peak_5439
chr14,54873596,54873835,240,54873676,229,12.39357,1.66012,9.37935,Gran_KDctrl_peak_5440
chr14,54878936,54879267,332,54878937,34,3.79555,1.88459,1.40244,Gran_KDctrl_peak_5441
chr14,54980572,54980956,385,54980715,60,11.28811,2.66759,8.32943,Gran_KDctrl_peak_5442
chr14,55028246,55029538,1293,55028323,52,9.61986,2.59939,6.75388,Gran_KDctrl_peak_5443
chr14,55082127,55083644,1518,55082987,173,13.7037,1.86896,10.62728,Gran_KDctrl_peak_5444
chr14,55111349,55111738,390,55111734,24,4.12963,2.21226,1.69812,Gran_KDctrl_peak_5445
chr14,55136257,55136525,269,55136344,346,11.7764,1.48498,8.79181,Gran_KDctrl_peak_5446
chr14,55173200,55173531,332,55173326,129,30.61167,3.31862,26.94413,Gran_KDctrl_peak_5447
chr14,55196573,55197098,526,55196615,31,6.81863,2.69789,4.13807,Gran_KDctrl_peak_5448
chr14,55222037,55222335,299,55222331,197,4.69657,1.35227,2.20455,Gran_KDctrl_peak_5449
chr14,55224823,55225081,259,55224837,40,4.05267,1.84625,1.6338,Gran_KDctrl_peak_5450
chr14,55236589,55237130,542,55236900,88,10.12087,2.10888,7.22514,Gran_KDctrl_peak_5451
chr14,55260239,55260707,469,55260318,106,12.8609,2.18959,9.82449,Gran_KDctrl_peak_5452
chr14,55305062,55305815,754,55305546,334,11.89986,1.49974,8.90911,Gran_KDctrl_peak_5453
chr14,55324891,55325690,800,55324973,23,5.53993,2.70363,2.9649,Gran_KDctrl_peak_5454
chr14,55330776,55331912,1137,55331321,52,17.36155,4.04013,14.13299,Gran_KDctrl_peak_5455
chr14,55373002,55373337,336,55373057,23,8.37563,3.71904,5.58584,Gran_KDctrl_peak_5456
chr14,55375235,55375488,254,55375453,21,4.57416,2.47833,2.09211,Gran_KDctrl_peak_5457
chr14,55389423,55390066,644,55389448,30,4.98252,2.25876,2.45892,Gran_KDctrl_peak_5458
chr14,55482399,55483052,654,55483019,143,5.18636,1.46114,2.64291,Gran_KDctrl_peak_5459
chr14,55495463,55496384,922,55495766,116,33.85955,3.88909,30.10242,Gran_KDctrl_peak_5460
chr14,55512767,55513391,625,55512842,395,13.86087,1.50017,10.77728,Gran_KDctrl_peak_5461
chr14,55633978,55634374,397,55634160,347,29.5615,1.96252,25.92497,Gran_KDctrl_peak_5462
chr14,55710913,55711153,241,55711135,40,5.88781,2.20766,3.28155,Gran_KDctrl_peak_5463
chr14,55713956,55714223,268,55713973,17,5.35562,3.03864,2.79958,Gran_KDctrl_peak_5464
chr14,55724616,55725460,845,55725405,63,8.83194,2.26417,6.01324,Gran_KDctrl_peak_5465
chr14,56097611,56098150,540,56097999,44,19.08141,5.0693,15.78698,Gran_KDctrl_peak_5466
chr14,56159140,56159826,687,56159142,112,5.60575,1.57179,3.02624,Gran_KDctrl_peak_5467
chr14,56178812,56179668,857,56179539,408,56.10305,2.44878,51.80643,Gran_KDctrl_peak_5468
chr14,56209061,56209353,293,56209322,42,4.91094,1.98079,2.39534,Gran_KDctrl_peak_5469
chr14,56209787,56210605,819,56210014,421,36.87237,1.99188,33.03556,Gran_KDctrl_peak_5470
chr14,56222913,56223261,349,56222931,127,8.12296,1.70844,5.35005,Gran_KDctrl_peak_5471
chr14,56261995,56262709,715,56262408,81,15.59373,2.78171,12.4356,Gran_KDctrl_peak_5472
chr14,56279292,56279643,352,56279361,34,5.41806,2.25195,2.85596,Gran_KDctrl_peak_5473
chr14,56290724,56291142,419,56291032,207,11.5342,1.66924,8.56342,Gran_KDctrl_peak_5474
chr14,56300395,56300684,290,56300681,122,5.16718,1.50759,2.62634,Gran_KDctrl_peak_5475
chr14,56340821,56341113,293,56341091,96,5.87234,1.65635,3.26707,Gran_KDctrl_peak_5476
chr14,56343342,56343704,363,56343419,67,7.0372,1.98103,4.34161,Gran_KDctrl_peak_5477
chr14,56381674,56382349,676,56381688,18,3.68227,2.29717,1.30446,Gran_KDctrl_peak_5478
chr14,56383159,56383829,671,56383469,34,16.52857,5.4236,13.33294,Gran_KDctrl_peak_5479
chr14,56384592,56385560,969,56384797,40,15.04087,4.32358,11.90619,Gran_KDctrl_peak_5480
chr14,56472816,56473905,1090,56473460,18,9.18381,4.71511,6.34375,Gran_KDctrl_peak_5481
chr14,56492836,56493075,240,56493035,67,9.62724,2.30679,6.76061,Gran_KDctrl_peak_5482
chr14,56503619,56505187,1569,56503777,197,9.83249,1.61251,6.95504,Gran_KDctrl_peak_5483
chr14,56922938,56923219,282,56923165,15,5.82762,3.45161,3.22744,Gran_KDctrl_peak_5484
chr14,56933417,56933671,255,56933428,13,7.2388,4.4941,4.52663,Gran_KDctrl_peak_5485
chr14,57194354,57195207,854,57194437,120,12.65589,2.06617,9.62798,Gran_KDctrl_peak_5486
chr14,57396250,57397511,1262,57397195,117,6.34912,1.61413,3.70527,Gran_KDctrl_peak_5487
chr14,57429928,57431669,1742,57430771,264,25.64894,2.05667,22.13174,Gran_KDctrl_peak_5488
chr14,57504236,57507014,2779,57505236,309,44.66425,2.49997,40.63648,Gran_KDctrl_peak_5489
chr14,58017400,58017890,491,58017408,123,6.1349,1.57846,3.50931,Gran_KDctrl_peak_5490
chr14,58144038,58144741,704,58144273,27,6.43269,2.77536,3.78182,Gran_KDctrl_peak_5491
chr14,58190184,58190428,245,58190418,79,5.24077,1.6787,2.69204,Gran_KDctrl_peak_5492
chr14,58283424,58284126,703,58283826,88,9.51616,2.05001,6.65655,Gran_KDctrl_peak_5493
chr14,58348396,58348807,412,58348673,31,8.5187,3.16101,5.7204,Gran_KDctrl_peak_5494
chr14,58364303,58365545,1243,58364944,162,9.40144,1.67452,6.54889,Gran_KDctrl_peak_5495
chr14,58391181,58391690,510,58391464,51,9.17872,2.55034,6.33916,Gran_KDctrl_peak_5496
chr14,58416345,58417725,1381,58416995,227,6.49645,1.41116,3.84074,Gran_KDctrl_peak_5497
chr14,58444824,58445520,697,58445060,90,7.96786,1.88555,5.20567,Gran_KDctrl_peak_5498
chr14,58508865,58509291,427,58509219,254,9.75176,1.51575,6.87792,Gran_KDctrl_peak_5499
chr14,59819966,59820341,376,59820050,137,6.80624,1.58547,4.12624,Gran_KDctrl_peak_5500
chr14,59984241,59984510,270,59984349,32,5.39686,2.30282,2.83758,Gran_KDctrl_peak_5501
chr14,60058798,60059207,410,60059169,28,7.19564,2.94904,4.48817,Gran_KDctrl_peak_5502
chr14,60059641,60060517,877,60059783,237,19.55877,1.91933,16.24667,Gran_KDctrl_peak_5503
chr14,60173917,60174281,365,60173959,17,7.76436,4.15633,5.01623,Gran_KDctrl_peak_5504
chr14,60174921,60176378,1458,60176142,70,24.60094,4.39683,21.11681,Gran_KDctrl_peak_5505
chr14,60216348,60217081,734,60216779,132,8.16527,1.69302,5.38906,Gran_KDctrl_peak_5506
chr14,60795726,60796371,646,60796019,26,7.66697,3.21982,4.92494,Gran_KDctrl_peak_5507
chr14,60870313,60870705,393,60870360,261,6.51765,1.37861,3.86053,Gran_KDctrl_peak_5508
chr14,60883949,60884286,338,60883978,321,4.58079,1.26034,2.09811,Gran_KDctrl_peak_5509
chr14,60996794,60998007,1214,60997821,31,3.96877,1.98167,1.55702,Gran_KDctrl_peak_5510
chr14,61330708,61331285,578,61331249,21,5.09194,2.65988,2.55654,Gran_KDctrl_peak_5511
chr14,61355110,61355744,635,61355608,126,5.3561,1.51171,2.79985,Gran_KDctrl_peak_5512
chr14,61357043,61357620,578,61357495,39,9.09299,2.91453,6.2587,Gran_KDctrl_peak_5513
chr14,61368844,61369744,901,61368988,36,7.12441,2.58195,4.42147,Gran_KDctrl_peak_5514
chr14,61376311,61376720,410,61376370,81,13.28489,2.52247,10.22819,Gran_KDctrl_peak_5515
chr14,61384102,61384378,277,61384124,11,3.90602,2.86675,1.50052,Gran_KDctrl_peak_5516
chr14,61401073,61401539,467,61401126,15,7.19629,4.15277,4.48877,Gran_KDctrl_peak_5517
chr14,61403385,61403670,286,61403385,55,3.87372,1.66075,1.471,Gran_KDctrl_peak_5518
chr14,61791561,61792302,742,61791717,305,21.5515,1.82547,18.1687,Gran_KDctrl_peak_5519
chr14,61928589,61929396,808,61928621,86,7.30584,1.8491,4.5895,Gran_KDctrl_peak_5520
chr14,62058213,62059049,837,62058964,395,31.01301,1.90734,27.33396,Gran_KDctrl_peak_5521
chr14,62137656,62138164,509,62137690,31,6.77948,2.68759,4.10214,Gran_KDctrl_peak_5522
chr14,62175468,62175838,371,62175755,238,11.11577,1.59274,8.16643,Gran_KDctrl_peak_5523
chr14,62267002,62267716,715,62267710,103,6.21016,1.65595,3.58028,Gran_KDctrl_peak_5524
chr14,62269298,62269574,277,62269326,20,4.1185,2.36568,1.69137,Gran_KDctrl_peak_5525
chr14,62299910,62302106,2197,62301295,275,17.22269,1.74757,13.99921,Gran_KDctrl_peak_5526
chr14,62307755,62308356,602,62308349,18,4.15598,2.47876,1.7169,Gran_KDctrl_peak_5527
chr14,62362931,62363194,264,62363052,17,9.87957,5.2575,6.99875,Gran_KDctrl_peak_5528
chr14,62393277,62394142,866,62393285,31,6.27965,2.55745,3.64219,Gran_KDctrl_peak_5529
chr14,62408002,62408301,300,62408049,38,5.48992,2.1708,2.91936,Gran_KDctrl_peak_5530
chr14,62453273,62453773,501,62453589,22,9.73804,4.38811,6.86464,Gran_KDctrl_peak_5531
chr14,62454531,62455491,961,62455237,35,7.14971,2.62308,4.44503,Gran_KDctrl_peak_5532
chr14,62479664,62480573,910,62480381,161,14.44924,1.95654,11.34031,Gran_KDctrl_peak_5533
chr14,62589584,62590821,1238,62590147,82,10.96252,2.25855,8.02039,Gran_KDctrl_peak_5534
chr14,62782003,62782434,432,62782194,19,4.13236,2.41808,1.69812,Gran_KDctrl_peak_5535
chr14,62950950,62951243,294,62950951,33,4.34827,2.02938,1.88847,Gran_KDctrl_peak_5536
chr14,63378977,63379453,477,63379450,73,3.88051,1.55363,1.47743,Gran_KDctrl_peak_5537
chr14,63379820,63380673,854,63380195,683,53.90284,1.92754,49.65586,Gran_KDctrl_peak_5538
chr14,63456087,63456515,429,63456386,427,24.65835,1.72011,21.17259,Gran_KDctrl_peak_5539
chr14,63456848,63457382,535,63456850,94,3.69424,1.45487,1.31409,Gran_KDctrl_peak_5540
chr14,63484317,63484721,405,63484483,33,5.40599,2.27636,2.84492,Gran_KDctrl_peak_5541
chr14,63498772,63499264,493,63498868,14,4.81271,3.05499,2.30818,Gran_KDctrl_peak_5542
chr14,63741257,63742069,813,63741360,103,14.56717,2.36255,11.45244,Gran_KDctrl_peak_5543
chr14,63750715,63751220,506,63751206,36,7.61894,2.69594,4.87981,Gran_KDctrl_peak_5544
chr14,64162578,64162831,254,64162614,68,10.40317,2.38983,7.49267,Gran_KDctrl_peak_5545
chr14,64225169,64225801,633,64225535,19,11.69628,5.84167,8.71639,Gran_KDctrl_peak_5546
chr14,64479266,64479690,425,64479270,51,5.04376,1.87994,2.51284,Gran_KDctrl_peak_5547
chr14,64928391,64928903,513,64928866,29,6.87772,2.80512,4.193,Gran_KDctrl_peak_5548
chr14,64946461,64946847,387,64946542,51,8.73929,2.47674,5.92767,Gran_KDctrl_peak_5549
chr14,64948676,64949495,820,64949433,60,11.33066,2.6739,8.36917,Gran_KDctrl_peak_5550
chr14,65038337,65038845,509,65038488,44,14.00186,3.77943,10.91225,Gran_KDctrl_peak_5551
chr14,65059191,65060750,1560,65059547,154,30.54002,2.9522,26.87488,Gran_KDctrl_peak_5552
chr14,65258469,65259111,643,65258689,18,6.90229,3.62496,4.21594,Gran_KDctrl_peak_5553
chr14,65271260,65271684,425,65271282,80,8.95095,2.06775,6.1261,Gran_KDctrl_peak_5554
chr14,65276681,65277378,698,65277328,21,6.33848,3.1165,3.69596,Gran_KDctrl_peak_5555
chr14,65437305,65437687,383,65437465,13,5.4204,3.47429,2.85733,Gran_KDctrl_peak_5556
chr14,65452931,65453580,650,65453492,47,13.46801,3.49744,10.40207,Gran_KDctrl_peak_5557
chr14,65485705,65486150,446,65485902,18,11.77378,6.09913,8.78931,Gran_KDctrl_peak_5558
chr14,65495426,65495762,337,65495458,52,8.32397,2.38661,5.53853,Gran_KDctrl_peak_5559
chr14,65501453,65502035,583,65501722,44,8.37453,2.59219,5.58527,Gran_KDctrl_peak_5560
chr14,65568769,65569122,354,65568836,287,17.97842,1.74971,14.72588,Gran_KDctrl_peak_5561
chr14,65716333,65716994,662,65716970,122,7.4976,1.68252,4.76788,Gran_KDctrl_peak_5562
chr14,65721011,65721436,426,65721100,25,6.57387,2.92893,3.912,Gran_KDctrl_peak_5563
chr14,65768761,65769017,257,65768957,176,10.25183,1.68222,7.34949,Gran_KDctrl_peak_5564
chr14,65880995,65881594,600,65881251,49,8.32076,2.45225,5.53557,Gran_KDctrl_peak_5565
chr14,65962517,65962808,292,65962638,387,10.41533,1.41467,7.50403,Gran_KDctrl_peak_5566
chr14,65977291,65977653,363,65977394,90,9.58498,2.03916,6.72157,Gran_KDctrl_peak_5567
chr14,65993044,65994252,1209,65993826,33,14.41748,4.81641,11.30981,Gran_KDctrl_peak_5568
chr14,65999606,66000530,925,66000457,64,15.49534,3.18793,12.34121,Gran_KDctrl_peak_5569
chr14,66101306,66101871,566,66101683,40,9.6056,2.9874,6.74074,Gran_KDctrl_peak_5570
chr14,66216798,66217341,544,66217054,29,10.4999,3.91383,7.58309,Gran_KDctrl_peak_5571
chr14,66455928,66456605,678,66456168,89,6.11926,1.71418,3.49549,Gran_KDctrl_peak_5572
chr14,66801732,66802216,485,66801732,31,4.28639,2.05893,1.83423,Gran_KDctrl_peak_5573
chr14,66837696,66838058,363,66837843,110,14.31011,2.27144,11.20673,Gran_KDctrl_peak_5574
chr14,66842515,66843471,957,66842676,146,26.294,2.76789,22.75729,Gran_KDctrl_peak_5575
chr14,66844216,66844611,396,66844516,26,7.80281,3.2644,5.05269,Gran_KDctrl_peak_5576
chr14,66854348,66854776,429,66854489,22,4.55536,2.42542,2.07576,Gran_KDctrl_peak_5577
chr14,66860259,66860538,280,66860360,17,6.30559,3.46178,3.66604,Gran_KDctrl_peak_5578
chr14,66860920,66862034,1115,66861670,63,14.96726,3.13888,11.83546,Gran_KDctrl_peak_5579
chr14,66883625,66884094,470,66883775,136,26.1439,2.87478,22.61169,Gran_KDctrl_peak_5580
chr14,66898210,66899918,1709,66899871,76,14.27496,2.72408,11.17306,Gran_KDctrl_peak_5581
chr14,67180384,67180799,416,67180438,21,5.6758,2.87014,3.08741,Gran_KDctrl_peak_5582
chr14,67463527,67463974,448,67463614,25,8.78517,3.68314,5.96982,Gran_KDctrl_peak_5583
chr14,67487527,67488064,538,67487678,154,30.01332,2.91852,26.36356,Gran_KDctrl_peak_5584
chr14,67490850,67492399,1550,67491635,67,8.57012,2.1728,5.76832,Gran_KDctrl_peak_5585
chr14,67582768,67583567,800,67583192,49,13.19083,3.34758,10.13809,Gran_KDctrl_peak_5586
chr14,67627368,67627814,447,67627729,380,31.89422,1.95491,28.19068,Gran_KDctrl_peak_5587
chr14,67665835,67666212,378,67665958,13,7.2388,4.4941,4.52663,Gran_KDctrl_peak_5588
chr14,67690837,67691308,472,67691254,189,13.71934,1.81623,10.64234,Gran_KDctrl_peak_5589
chr14,68333487,68334759,1273,68333930,734,50.24549,1.83334,46.08862,Gran_KDctrl_peak_5590
chr14,68378502,68378785,284,68378770,25,7.22761,3.1435,4.51705,Gran_KDctrl_peak_5591
chr14,68397741,68399219,1479,68398660,25,4.97731,2.43111,2.45436,Gran_KDctrl_peak_5592
chr14,68477067,68477662,596,68477112,25,7.22761,3.1435,4.51705,Gran_KDctrl_peak_5593
chr14,68502798,68503230,433,68502986,109,21.10886,2.85218,17.74133,Gran_KDctrl_peak_5594
chr14,68506053,68506363,311,68506287,24,5.4931,2.63633,2.92182,Gran_KDctrl_peak_5595
chr14,68550778,68552287,1510,68551661,108,16.55869,2.47613,13.36178,Gran_KDctrl_peak_5596
