# This file is generated by MACS version 2.1.0.20150420,,,,,,,,,
# Command line: callpeak -t /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R2.q30.fixed.dedup.bam -c /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C2.q30.fixed.dedup.bam -f BAMPE -g mm -n CMP_KDctrl -q 0.05 --outdir /group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/peaks -B,,,,,,,,,
# ARGUMENTS LIST:,,,,,,,,,
# name = CMP_KDctrl,,,,,,,,,
# format = BAMPE,,,,,,,,,
# ChIP-seq file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/R2.q30.fixed.dedup.bam'],,,,,,,,,
# control file = ['/group/mcnerney-lab/imgruet/MI014/trimmed/2remdup/C2.q30.fixed.dedup.bam'],,,,,,,,,
# effective genome size = 1.87e+09,,,,,,,,,
# band width = 300,,,,,,,,,
"# model fold = [5, 50]",,,,,,,,,
# qvalue cutoff = 5.00e-02,,,,,,,,,
# Larger dataset will be scaled towards smaller dataset.,,,,,,,,,
# Range for calculating regional lambda is: 1000 bps and 10000 bps,,,,,,,,,
# Broad region calling is off,,,,,,,,,
,,,,,,,,,
# fragment size is determined as 235 bps,,,,,,,,,
# total fragments in treatment: 18288398,,,,,,,,,
# fragments after filtering in treatment: 17280844,,,,,,,,,
# maximum duplicate fragments in treatment = 1,,,,,,,,,
# Redundant rate in treatment: 0.06,,,,,,,,,
# total fragments in control: 14850457,,,,,,,,,
# fragments after filtering in control: 14040448,,,,,,,,,
# maximum duplicate fragments in control = 1,,,,,,,,,
# Redundant rate in control: 0.05,,,,,,,,,
# d = 235,,,,,,,,,
chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
chr10,116953024,116953339,316,116953035,29,5.71345,2.48404,2.72062,CMP_KDctrl_peak_1428
chr10,117114348,117114804,457,117114365,31,5.68099,2.40459,2.69378,CMP_KDctrl_peak_1429
chr10,117192015,117192627,613,117192405,51,7.71032,2.30713,4.43274,CMP_KDctrl_peak_1430
chr10,117217062,117217356,295,117217146,26,6.73335,2.92106,3.59075,CMP_KDctrl_peak_1431
chr10,117229335,117229785,451,117229785,192,4.04832,1.31981,1.35514,CMP_KDctrl_peak_1432
chr10,117255919,117256213,295,117255941,44,6.5114,2.24134,3.39931,CMP_KDctrl_peak_1433
chr10,117282580,117283008,429,117282996,200,7.82994,1.51087,4.53362,CMP_KDctrl_peak_1434
chr10,117310443,117310992,550,117310655,12,5.50756,3.64881,2.547,CMP_KDctrl_peak_1435
chr10,117343052,117343311,260,117343138,22,5.92797,2.89612,2.90401,CMP_KDctrl_peak_1436
chr10,117380563,117381145,583,117381083,29,6.73842,2.76592,3.59488,CMP_KDctrl_peak_1437
chr10,117390133,117390534,402,117390254,31,4.16451,2.02924,1.43866,CMP_KDctrl_peak_1438
chr10,117489261,117489729,469,117489330,75,5.86955,1.77376,2.85343,CMP_KDctrl_peak_1439
chr10,117522294,117523013,720,117522400,102,14.52656,2.36987,10.46909,CMP_KDctrl_peak_1440
chr10,117534782,117535161,380,117535158,91,4.35515,1.53134,1.59856,CMP_KDctrl_peak_1441
chr10,117558738,117559008,271,117558756,20,5.16176,2.74423,2.26197,CMP_KDctrl_peak_1442
chr10,117907575,117907870,296,117907780,59,13.21289,2.98846,9.28919,CMP_KDctrl_peak_1443
chr10,118477001,118477254,254,118477237,12,4.532,3.10886,1.74181,CMP_KDctrl_peak_1444
chr10,118676191,118676611,421,118676585,108,7.9512,1.77798,4.64003,CMP_KDctrl_peak_1445
chr10,118677336,118677589,254,118677355,355,8.26573,1.37205,4.91477,CMP_KDctrl_peak_1446
chr10,119577962,119578415,454,119578336,125,11.28973,1.93843,7.57676,CMP_KDctrl_peak_1447
chr10,119620316,119620858,543,119620565,35,6.51924,2.47615,3.40611,CMP_KDctrl_peak_1448
chr10,119638382,119639269,888,119638669,158,8.58766,1.63915,5.19553,CMP_KDctrl_peak_1449
chr10,119646359,119646752,394,119646362,57,4.81626,1.78315,1.97431,CMP_KDctrl_peak_1450
chr10,119654095,119654346,252,119654108,41,8.26845,2.66337,4.91697,CMP_KDctrl_peak_1451
chr10,119664153,119664516,364,119664163,106,5.36435,1.57173,2.42895,CMP_KDctrl_peak_1452
chr10,119694323,119694599,277,119694378,35,8.04121,2.83632,4.71984,CMP_KDctrl_peak_1453
chr10,119708183,119708446,264,119708264,35,5.59053,2.26477,2.6183,CMP_KDctrl_peak_1454
chr10,119800684,119801165,482,119800795,17,5.90991,3.28278,2.88804,CMP_KDctrl_peak_1455
chr10,119865906,119866260,355,119865910,46,4.41251,1.83481,1.64807,CMP_KDctrl_peak_1456
chr10,120111569,120111868,300,120111831,72,6.21187,1.83556,3.14445,CMP_KDctrl_peak_1457
chr10,120263793,120264033,241,120264032,51,4.61795,1.8123,1.81401,CMP_KDctrl_peak_1458
chr10,120312959,120313379,421,120313360,86,6.79227,1.79806,3.64175,CMP_KDctrl_peak_1459
chr10,120319556,120320262,707,120319560,123,4.51001,1.45354,1.72375,CMP_KDctrl_peak_1460
chr10,120470640,120470970,331,120470965,139,6.07399,1.53067,3.03108,CMP_KDctrl_peak_1461
chr10,120526670,120527158,489,120526723,41,5.09227,2.03212,2.20338,CMP_KDctrl_peak_1462
chr10,120553408,120553669,262,120553412,18,4.07001,2.44551,1.37059,CMP_KDctrl_peak_1463
chr10,120703394,120703701,308,120703418,29,9.46386,3.57793,5.96435,CMP_KDctrl_peak_1464
chr10,120734243,120734590,348,120734581,43,6.50126,2.26083,3.39073,CMP_KDctrl_peak_1465
chr10,120802180,120802467,288,120802189,110,5.38377,1.55997,2.44555,CMP_KDctrl_peak_1466
chr10,120811620,120812207,588,120811863,124,7.05497,1.64305,3.86327,CMP_KDctrl_peak_1467
chr10,120863741,120864309,569,120864012,65,13.53495,2.87182,9.5775,CMP_KDctrl_peak_1468
chr10,120866516,120866781,266,120866586,53,13.14123,3.17642,9.22492,CMP_KDctrl_peak_1469
chr10,120913625,120913937,313,120913625,297,4.27668,1.259,1.53386,CMP_KDctrl_peak_1470
chr10,120935255,120935878,624,120935600,64,11.75722,2.64521,7.99014,CMP_KDctrl_peak_1471
chr10,120945080,120945405,326,120945200,29,7.59312,3.01014,4.33137,CMP_KDctrl_peak_1472
chr10,121063064,121063442,379,121063439,331,5.03099,1.27351,2.15054,CMP_KDctrl_peak_1473
chr10,121142610,121142954,345,121142944,71,4.45264,1.63348,1.67972,CMP_KDctrl_peak_1474
chr10,121176707,121177334,628,121177034,216,7.24466,1.45937,4.02933,CMP_KDctrl_peak_1475
chr10,121484466,121484789,324,121484766,81,6.35226,1.78557,3.26286,CMP_KDctrl_peak_1476
chr10,121996047,121996651,605,121996387,23,9.48457,4.15772,5.98261,CMP_KDctrl_peak_1477
chr10,122013403,122014011,609,122013848,43,13.15882,3.64326,9.24087,CMP_KDctrl_peak_1478
chr10,122051975,122052734,760,122052002,59,5.19313,1.81815,2.2892,CMP_KDctrl_peak_1479
chr10,122115840,122116934,1095,122115847,169,4.66164,1.38382,1.85072,CMP_KDctrl_peak_1480
chr10,122117233,122117495,263,122117409,42,4.08225,1.8251,1.38069,CMP_KDctrl_peak_1481
chr10,122199984,122200676,693,122200281,24,14.39489,6.19276,10.35034,CMP_KDctrl_peak_1482
chr10,122372259,122372542,284,122372357,22,7.60728,3.5176,4.3431,CMP_KDctrl_peak_1483
chr10,122423044,122423382,339,122423048,183,5.58944,1.41956,2.61738,CMP_KDctrl_peak_1484
chr10,124378357,124378791,435,124378784,23,5.4287,2.66663,2.48451,CMP_KDctrl_peak_1485
chr10,124758674,124758983,310,124758973,55,6.1112,1.99449,3.05928,CMP_KDctrl_peak_1486
chr10,124825347,124825619,273,124825579,101,6.79387,1.71537,3.64323,CMP_KDctrl_peak_1487
chr10,124826187,124827147,961,124826466,141,6.20119,1.53442,3.13581,CMP_KDctrl_peak_1488
chr10,125181962,125182263,302,125182051,41,8.78656,2.77153,5.36963,CMP_KDctrl_peak_1489
chr10,126602316,126602794,479,126602575,120,13.01311,2.09217,9.11061,CMP_KDctrl_peak_1490
chr10,126631833,126632182,350,126632162,34,4.86037,2.12455,2.01042,CMP_KDctrl_peak_1491
chr10,126641929,126642199,271,126642149,14,4.64036,2.97071,1.83257,CMP_KDctrl_peak_1492
chr10,126648365,126648636,272,126648636,98,4.22273,1.49475,1.48788,CMP_KDctrl_peak_1493
chr10,126725774,126726452,679,126726161,221,19.46204,1.96457,14.94281,CMP_KDctrl_peak_1494
chr10,126748372,126748687,316,126748683,142,4.21953,1.39458,1.48576,CMP_KDctrl_peak_1495
chr10,126748941,126749464,524,126748941,123,4.00449,1.41277,1.3236,CMP_KDctrl_peak_1496
chr10,126817686,126817961,276,126817688,251,5.05875,1.32255,2.17411,CMP_KDctrl_peak_1497
chr10,126918381,126918702,322,126918392,131,8.93979,1.74921,5.50441,CMP_KDctrl_peak_1498
chr10,126945604,126946093,490,126945938,76,9.76679,2.20093,6.23054,CMP_KDctrl_peak_1499
chr10,127034008,127034398,391,127034396,51,4.86792,1.85202,2.01557,CMP_KDctrl_peak_1500
chr10,127040654,127041266,613,127041232,49,5.6222,1.99948,2.64574,CMP_KDctrl_peak_1501
chr10,127068596,127069037,442,127069000,54,10.28331,2.65795,6.68486,CMP_KDctrl_peak_1502
chr10,127104178,127104703,526,127104179,87,4.3293,1.54383,1.57777,CMP_KDctrl_peak_1503
chr10,127373970,127374580,611,127374335,57,9.32418,2.44009,5.84219,CMP_KDctrl_peak_1504
chr10,127417044,127417328,285,127417080,25,8.64919,3.63436,5.24818,CMP_KDctrl_peak_1505
chr10,127496035,127496319,285,127496040,247,4.90995,1.31859,2.04982,CMP_KDctrl_peak_1506
chr10,127527901,127529492,1592,127528574,115,10.66547,1.95081,7.0217,CMP_KDctrl_peak_1507
chr10,127529880,127530345,466,127530141,77,7.13884,1.8997,3.93692,CMP_KDctrl_peak_1508
chr10,127648218,127648751,534,127648680,61,7.27319,2.08201,4.05468,CMP_KDctrl_peak_1509
chr10,127667569,127669858,2290,127669341,95,4.08673,1.49101,1.38456,CMP_KDctrl_peak_1510
chr10,127735344,127735926,583,127735427,46,6.18608,2.14383,3.12208,CMP_KDctrl_peak_1511
chr10,127740397,127740708,312,127740427,211,13.23609,1.7344,9.31008,CMP_KDctrl_peak_1512
chr10,127895703,127896098,396,127895981,107,5.49147,1.57913,2.53689,CMP_KDctrl_peak_1513
chr10,127941910,127942237,328,127941961,66,6.22586,1.88934,3.15717,CMP_KDctrl_peak_1514
chr10,127962093,127962405,313,127962344,89,4.751,1.57892,1.92485,CMP_KDctrl_peak_1515
chr10,127972835,127973410,576,127973263,95,11.01789,2.12821,7.33356,CMP_KDctrl_peak_1516
chr10,128026999,128027389,391,128027366,49,5.93123,2.05044,2.90575,CMP_KDctrl_peak_1517
chr10,128111186,128111859,674,128111213,92,7.27419,1.80714,4.05527,CMP_KDctrl_peak_1518
chr10,128141698,128142081,384,128142081,206,4.20523,1.31587,1.47302,CMP_KDctrl_peak_1519
chr10,128180622,128180965,344,128180880,52,6.32791,2.06904,3.24138,CMP_KDctrl_peak_1520
chr10,128184995,128185402,408,128185049,125,9.10703,1.78568,5.64977,CMP_KDctrl_peak_1521
chr10,128216860,128217342,483,128217335,125,4.8682,1.47698,2.01582,CMP_KDctrl_peak_1522
chr10,128242119,128242366,248,128242364,218,6.22992,1.40868,3.15999,CMP_KDctrl_peak_1523
chr10,128328264,128328594,331,128328560,83,8.18459,1.96047,4.84333,CMP_KDctrl_peak_1524
chr10,128347035,128347681,647,128347177,60,5.32198,1.82665,2.39522,CMP_KDctrl_peak_1525
chr10,128549706,128550028,323,128549971,14,6.64441,4.00241,3.51293,CMP_KDctrl_peak_1526
chr10,129741595,129741837,243,129741604,18,5.11918,2.8614,2.22512,CMP_KDctrl_peak_1527
chr10,129774426,129774737,312,129774674,40,7.59929,2.55607,4.33676,CMP_KDctrl_peak_1528
chr10,129807281,129807603,323,129807491,37,6.49399,2.40972,3.38459,CMP_KDctrl_peak_1529
chr11,3025363,3025630,268,3025593,337,16.40355,1.62678,12.16213,CMP_KDctrl_peak_1530
chr11,3032710,3034041,1332,3032871,657,5.98022,1.20868,2.94897,CMP_KDctrl_peak_1531
chr11,3045757,3046102,346,3045823,99,5.72546,1.63002,2.73101,CMP_KDctrl_peak_1532
chr11,3047288,3047710,423,3047350,147,9.43114,1.72244,5.93531,CMP_KDctrl_peak_1533
chr11,3057681,3057952,272,3057681,257,4.65661,1.29947,1.84636,CMP_KDctrl_peak_1534
chr11,3059441,3059751,311,3059585,292,31.15533,2.1483,25.83455,CMP_KDctrl_peak_1535
chr11,3093161,3093433,273,3093204,340,17.05731,1.64122,12.75377,CMP_KDctrl_peak_1536
chr11,3102808,3103287,480,3102818,133,4.74908,1.45024,1.9233,CMP_KDctrl_peak_1537
chr11,3179575,3179825,251,3179748,12,4.67933,3.18864,1.86511,CMP_KDctrl_peak_1538
chr11,3189643,3190105,463,3189860,162,4.162,1.36093,1.4382,CMP_KDctrl_peak_1539
chr11,3191504,3191832,329,3191627,43,4.55947,1.9003,1.76399,CMP_KDctrl_peak_1540
chr11,3198306,3198569,264,3198319,53,4.70145,1.8046,1.88351,CMP_KDctrl_peak_1541
chr11,3207430,3208237,808,3208105,35,7.49619,2.70516,4.24608,CMP_KDctrl_peak_1542
chr11,3229799,3230572,774,3230504,64,8.16993,2.16175,4.8307,CMP_KDctrl_peak_1543
chr11,3231946,3232247,302,3232194,156,7.08845,1.55552,3.89299,CMP_KDctrl_peak_1544
chr11,3374528,3374915,388,3374547,48,5.59429,2.00943,2.62165,CMP_KDctrl_peak_1545
chr11,3548883,3549219,337,3549173,162,5.43206,1.44245,2.48748,CMP_KDctrl_peak_1546
chr11,3674840,3675079,240,3674875,40,6.09415,2.24891,3.04559,CMP_KDctrl_peak_1547
chr11,3814002,3814715,714,3814002,156,4.23943,1.37439,1.50155,CMP_KDctrl_peak_1548
chr11,3863713,3864445,733,3863943,79,5.82295,1.74201,2.81343,CMP_KDctrl_peak_1549
chr11,3898199,3898446,248,3898199,40,4.17474,1.87015,1.44695,CMP_KDctrl_peak_1550
chr11,3994605,3995251,647,3994668,49,12.94603,3.29944,9.05095,CMP_KDctrl_peak_1551
chr11,4604238,4604644,407,4604589,111,8.99443,1.84534,5.55149,CMP_KDctrl_peak_1552
chr11,4847206,4847731,526,4847286,55,4.55213,1.76268,1.75731,CMP_KDctrl_peak_1553
chr11,4965362,4965746,385,4965380,59,7.81193,2.18484,4.5208,CMP_KDctrl_peak_1554
chr11,4999122,5000034,913,4999334,123,4.12683,1.42275,1.40855,CMP_KDctrl_peak_1555
chr11,5160105,5160415,311,5160370,16,4.16307,2.59996,1.4382,CMP_KDctrl_peak_1556
chr11,5254795,5255081,287,5255027,12,4.67933,3.18864,1.86511,CMP_KDctrl_peak_1557
chr11,5402354,5402868,515,5402648,41,17.80334,5.0091,13.43441,CMP_KDctrl_peak_1558
chr11,5421684,5422172,489,5422137,66,7.04832,1.9931,3.85767,CMP_KDctrl_peak_1559
chr11,5525267,5525517,251,5525299,29,5.26333,2.3636,2.34737,CMP_KDctrl_peak_1560
chr11,5662103,5662386,284,5662340,142,17.86872,2.26427,13.49468,CMP_KDctrl_peak_1561
chr11,5688539,5688863,325,5688549,141,5.03584,1.45466,2.15471,CMP_KDctrl_peak_1562
chr11,5737449,5738019,571,5737874,117,12.13406,2.04803,8.32651,CMP_KDctrl_peak_1563
chr11,5855357,5855592,236,5855591,61,4.5962,1.71852,1.79562,CMP_KDctrl_peak_1564
chr11,5905591,5905833,243,5905644,60,9.31508,2.38134,5.83552,CMP_KDctrl_peak_1565
chr11,5906289,5906587,299,5906445,65,10.11945,2.40332,6.54183,CMP_KDctrl_peak_1566
chr11,6100013,6100418,406,6100177,65,5.68296,1.82939,2.69541,CMP_KDctrl_peak_1567
chr11,6191601,6192161,561,6191865,225,4.54821,1.31806,1.75531,CMP_KDctrl_peak_1568
chr11,6315395,6316145,751,6315817,263,8.363,1.45114,4.99997,CMP_KDctrl_peak_1569
chr11,6344198,6344464,267,6344432,263,10.25596,1.52328,6.66106,CMP_KDctrl_peak_1570
chr11,6375177,6375698,522,6375631,85,9.75841,2.10194,6.22308,CMP_KDctrl_peak_1571
chr11,6397371,6397735,365,6397716,53,4.70145,1.8046,1.88351,CMP_KDctrl_peak_1572
chr11,6446536,6446778,243,6446758,230,8.66217,1.50373,5.25935,CMP_KDctrl_peak_1573
chr11,6610694,6611062,369,6610878,14,6.10874,3.71565,3.05717,CMP_KDctrl_peak_1574
chr11,8523745,8524630,886,8524440,54,6.65918,2.09061,3.52604,CMP_KDctrl_peak_1575
chr11,8564178,8564452,275,8564183,74,4.40715,1.61154,1.64363,CMP_KDctrl_peak_1576
chr11,8589106,8589544,439,8589126,104,7.5592,1.76582,4.30052,CMP_KDctrl_peak_1577
chr11,9018049,9018465,417,9018434,122,7.9263,1.7138,4.61792,CMP_KDctrl_peak_1578
chr11,9046991,9047229,239,9047034,16,6.41219,3.6229,3.31371,CMP_KDctrl_peak_1579
chr11,9185143,9185976,834,9185445,79,6.98542,1.86711,3.80553,CMP_KDctrl_peak_1580
chr11,9522822,9523164,343,9523123,31,4.16451,2.02924,1.43866,CMP_KDctrl_peak_1581
chr11,10381227,10381464,238,10381263,17,6.75505,3.66996,3.60926,CMP_KDctrl_peak_1582
chr11,11361759,11362287,529,11361960,300,17.31564,1.70647,12.99055,CMP_KDctrl_peak_1583
chr11,11428763,11429313,551,11428969,36,7.97961,2.7803,4.66482,CMP_KDctrl_peak_1584
chr11,11457414,11458701,1288,11457839,57,5.11071,1.82564,2.21783,CMP_KDctrl_peak_1585
chr11,11459036,11459462,427,11459265,47,7.04327,2.27468,3.85333,CMP_KDctrl_peak_1586
chr11,11565022,11565506,485,11565123,13,5.5985,3.57026,2.62549,CMP_KDctrl_peak_1587
chr11,11585736,11586062,327,11586060,168,4.62067,1.38261,1.81652,CMP_KDctrl_peak_1588
chr11,11591532,11591861,330,11591845,51,4.1504,1.73776,1.42854,CMP_KDctrl_peak_1589
chr11,11663246,11663518,273,11663512,170,4.06951,1.34481,1.37059,CMP_KDctrl_peak_1590
chr11,11708882,11709333,452,11709026,264,6.13658,1.36002,3.08088,CMP_KDctrl_peak_1591
chr11,11720530,11720948,419,11720661,71,11.8083,2.51555,8.03476,CMP_KDctrl_peak_1592
chr11,11926068,11926463,396,11926070,80,4.68458,1.61253,1.86814,CMP_KDctrl_peak_1593
chr11,16537984,16538506,523,16538149,61,13.94139,3.04238,9.94211,CMP_KDctrl_peak_1594
chr11,16569989,16570418,430,16569991,61,5.52055,1.84436,2.55816,CMP_KDctrl_peak_1595
chr11,16817486,16817756,271,16817696,16,4.78523,2.87009,1.95345,CMP_KDctrl_peak_1596
chr11,16877942,16878451,510,16878446,93,4.6054,1.54877,1.80388,CMP_KDctrl_peak_1597
chr11,16902668,16902977,310,16902710,155,17.13339,2.13695,12.82319,CMP_KDctrl_peak_1598
chr11,17157711,17157980,270,17157716,122,5.01546,1.49577,2.13725,CMP_KDctrl_peak_1599
chr11,17853486,17853830,345,17853829,233,4.39567,1.30388,1.63443,CMP_KDctrl_peak_1600
chr11,18713933,18714761,829,18714279,19,8.56048,4.26224,5.17117,CMP_KDctrl_peak_1601
chr11,18771570,18771917,348,18771792,32,4.19205,2.01405,1.46196,CMP_KDctrl_peak_1602
chr11,18823580,18824085,506,18824001,31,5.25775,2.29831,2.34371,CMP_KDctrl_peak_1603
chr11,18926903,18927338,436,18927198,51,8.46349,2.43092,5.08886,CMP_KDctrl_peak_1604
chr11,19819677,19820448,772,19820424,238,7.67643,1.45117,4.40399,CMP_KDctrl_peak_1605
chr11,20007967,20008334,368,20007993,57,7.43059,2.16042,4.18901,CMP_KDctrl_peak_1606
chr11,20012484,20013199,716,20012914,337,4.27218,1.24087,1.53001,CMP_KDctrl_peak_1607
chr11,20132151,20132506,356,20132334,33,5.26725,2.24362,2.35031,CMP_KDctrl_peak_1608
chr11,20148639,20149360,722,20149360,144,4.30325,1.39731,1.55557,CMP_KDctrl_peak_1609
chr11,20232952,20233287,336,20233005,231,9.83022,1.55161,6.28679,CMP_KDctrl_peak_1610
chr11,20345540,20345878,339,20345872,21,4.28896,2.38012,1.54393,CMP_KDctrl_peak_1611
chr11,20532013,20532388,376,20532019,315,7.94888,1.38922,4.63812,CMP_KDctrl_peak_1612
chr11,20640630,20641146,517,20641144,104,4.1792,1.47298,1.45071,CMP_KDctrl_peak_1613
chr11,20641782,20642823,1042,20641793,234,6.20945,1.39051,3.14254,CMP_KDctrl_peak_1614
chr11,20880916,20881170,255,20880948,12,5.43545,3.60798,2.48964,CMP_KDctrl_peak_1615
chr11,20991419,20991751,333,20991419,179,4.42503,1.3565,1.65848,CMP_KDctrl_peak_1616
chr11,21123171,21124498,1328,21123800,62,7.54277,2.10536,4.28627,CMP_KDctrl_peak_1617
chr11,21139023,21139355,333,21139104,93,7.32636,1.80595,4.09916,CMP_KDctrl_peak_1618
chr11,21270648,21271216,569,21271182,182,11.36701,1.72264,7.64461,CMP_KDctrl_peak_1619
chr11,21469221,21469459,239,21469429,60,8.43248,2.25665,5.06123,CMP_KDctrl_peak_1620
chr11,22593298,22593590,293,22593509,118,21.56676,2.76206,16.86313,CMP_KDctrl_peak_1621
chr11,22742664,22743020,357,22742981,90,8.43404,1.92982,5.06201,CMP_KDctrl_peak_1622
chr11,22745213,22745512,300,22745412,29,5.77955,2.50189,2.7765,CMP_KDctrl_peak_1623
chr11,22791406,22791977,572,22791972,48,4.01762,1.74518,1.33485,CMP_KDctrl_peak_1624
chr11,22822853,22823176,324,22823118,16,8.64983,4.77153,5.24818,CMP_KDctrl_peak_1625
chr11,22872268,22872794,527,22872683,56,8.30426,2.30607,4.94782,CMP_KDctrl_peak_1626
chr11,22890703,22891012,310,22890824,154,11.34276,1.81072,7.62328,CMP_KDctrl_peak_1627
chr11,22907859,22908296,438,22907865,159,7.93728,1.59874,4.62768,CMP_KDctrl_peak_1628
chr11,23205563,23205889,327,23205884,108,5.16446,1.54793,2.26445,CMP_KDctrl_peak_1629
chr11,23566099,23566363,265,23566142,195,10.78926,1.66207,7.13201,CMP_KDctrl_peak_1630
chr11,23670831,23671339,509,23671163,266,6.11346,1.35743,3.06117,CMP_KDctrl_peak_1631
chr11,23721127,23721750,624,23721749,58,5.15184,1.82182,2.25313,CMP_KDctrl_peak_1632
chr11,23853771,23854044,274,23853789,20,5.30329,2.79709,2.37974,CMP_KDctrl_peak_1633
chr11,23977242,23977926,685,23977808,187,18.24994,2.03786,13.84087,CMP_KDctrl_peak_1634
chr11,24021493,24021736,244,24021726,23,4.90832,2.49596,2.04844,CMP_KDctrl_peak_1635
chr11,24041822,24042457,636,24042155,91,6.3514,1.7258,3.26232,CMP_KDctrl_peak_1636
chr11,24044580,24045083,504,24044583,42,5.10865,2.01802,2.21607,CMP_KDctrl_peak_1637
chr11,26501829,26502080,252,26502047,27,6.88725,2.91196,3.72381,CMP_KDctrl_peak_1638
chr11,26689410,26689742,333,26689507,23,6.01049,2.86234,2.97525,CMP_KDctrl_peak_1639
chr11,26705129,26705372,244,26705133,81,4.38144,1.57457,1.62142,CMP_KDctrl_peak_1640
chr11,26863068,26863534,467,26863174,28,9.69065,3.73262,6.16435,CMP_KDctrl_peak_1641
chr11,29273766,29274300,535,29273768,222,4.08414,1.29591,1.38216,CMP_KDctrl_peak_1642
chr11,29414528,29414930,403,29414927,139,4.32661,1.40756,1.57556,CMP_KDctrl_peak_1643
chr11,29448836,29449519,684,29449517,74,4.22905,1.59051,1.49326,CMP_KDctrl_peak_1644
chr11,29573233,29573477,245,29573265,12,5.50756,3.64881,2.547,CMP_KDctrl_peak_1645
chr11,29701862,29702309,448,29701910,38,7.38555,2.57356,4.15069,CMP_KDctrl_peak_1646
chr11,29724855,29725159,305,29725113,17,4.58323,2.7108,1.78471,CMP_KDctrl_peak_1647
chr11,30075950,30076252,303,30076037,31,7.35266,2.83993,4.12232,CMP_KDctrl_peak_1648
chr11,30083513,30083986,474,30083864,60,7.37918,2.10991,4.14535,CMP_KDctrl_peak_1649
chr11,30095692,30096154,463,30095987,44,5.80475,2.11188,2.79746,CMP_KDctrl_peak_1650
chr11,30097954,30098569,616,30098387,231,16.66086,1.82453,12.3955,CMP_KDctrl_peak_1651
chr11,31035056,31035474,419,31035063,23,4.01918,2.21273,1.33517,CMP_KDctrl_peak_1652
chr11,31269539,31270118,580,31269567,56,5.58446,1.90485,2.61275,CMP_KDctrl_peak_1653
chr11,31385246,31385634,389,31385576,49,5.62519,1.99997,2.64834,CMP_KDctrl_peak_1654
chr11,31721426,31722072,647,31721679,83,8.75087,2.01845,5.33817,CMP_KDctrl_peak_1655
chr11,31761731,31762023,293,31761734,28,4.45319,2.17916,1.67972,CMP_KDctrl_peak_1656
chr11,32147286,32147810,525,32147292,45,6.89978,2.29115,3.73365,CMP_KDctrl_peak_1657
chr11,32458241,32458854,614,32458845,69,4.36022,1.63373,1.60325,CMP_KDctrl_peak_1658
chr11,32529852,32530407,556,32530020,21,6.98348,3.36466,3.80448,CMP_KDctrl_peak_1659
chr11,32565527,32566681,1155,32565853,55,4.32824,1.72919,1.57681,CMP_KDctrl_peak_1660
chr11,32579898,32580141,244,32580120,63,6.66237,1.97621,3.52873,CMP_KDctrl_peak_1661
chr11,33413232,33413634,403,33413301,111,5.6751,1.5808,2.6895,CMP_KDctrl_peak_1662
chr11,33580003,33580278,276,33580277,18,4.07001,2.44551,1.37059,CMP_KDctrl_peak_1663
chr11,33832173,33832807,635,33832201,122,10.40719,1.89228,6.79401,CMP_KDctrl_peak_1664
chr11,33908485,33908921,437,33908499,75,9.14986,2.14313,5.68917,CMP_KDctrl_peak_1665
chr11,33910121,33910914,794,33910904,132,5.60966,1.51531,2.6345,CMP_KDctrl_peak_1666
chr11,33934096,33934389,294,33934154,95,8.88127,1.93485,5.45372,CMP_KDctrl_peak_1667
chr11,33953775,33954057,283,33953808,31,8.40059,3.12777,5.03284,CMP_KDctrl_peak_1668
chr11,33979749,33980035,287,33979969,36,9.15782,3.06365,5.69596,CMP_KDctrl_peak_1669
chr11,34120761,34121035,275,34120775,29,4.84902,2.2543,2.0013,CMP_KDctrl_peak_1670
chr11,34283780,34284212,433,34283908,12,5.50756,3.64881,2.547,CMP_KDctrl_peak_1671
chr11,34584405,34585129,725,34584862,87,5.56701,1.67005,2.59762,CMP_KDctrl_peak_1672
chr11,34593334,34593666,333,34593626,57,4.41742,1.72537,1.6519,CMP_KDctrl_peak_1673
chr11,34596794,34597281,488,34597278,119,4.88102,1.4928,2.02594,CMP_KDctrl_peak_1674
chr11,35647643,35647986,344,35647984,140,4.2513,1.40028,1.511,CMP_KDctrl_peak_1675
chr11,35814566,35814816,251,35814613,19,5.06372,2.77063,2.17817,CMP_KDctrl_peak_1676
chr11,40508056,40508305,250,40508271,68,5.07631,1.72923,2.18934,CMP_KDctrl_peak_1677
chr11,40547168,40547410,243,40547173,240,6.67926,1.40554,3.54339,CMP_KDctrl_peak_1678
chr11,43342265,43342826,562,43342412,89,13.32077,2.41233,9.3874,CMP_KDctrl_peak_1679
chr11,44283514,44283897,384,44283890,110,5.38377,1.55997,2.44555,CMP_KDctrl_peak_1680
chr11,44326503,44326756,254,44326704,15,5.74271,3.40979,2.74474,CMP_KDctrl_peak_1681
chr11,45665565,45666858,1294,45665576,112,7.0831,1.69042,3.88842,CMP_KDctrl_peak_1682
chr11,45703424,45703706,283,45703585,13,6.25113,3.92949,3.17474,CMP_KDctrl_peak_1683
chr11,45752466,45752722,257,45752621,13,6.25113,3.92949,3.17474,CMP_KDctrl_peak_1684
